Data as of 2021-01-03
Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,4 Week Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETFdb Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETFdb Pro,Dividend,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%)
HAIL,SPDR S&P Smart Mobility ETF,Equity,"$101,890,000","53,655",$54.86,false,false,false,false,-0.16%,8.33%,84.33%,84.33%,92.74%,N/A,$3.280631,$25.66893,$0.0,$77.463509,$81.759533,$83.259533,Global Equities,2017-12-26,0.45%,$0.45,2020-09-21,$0.03,0.96%,Quarterly,9.19%,24.07,1.74,65.21%,21.33%,30.08%,29.20%,State Street SPDR,60,24.18%,34.18%,94.03%,39%,20%,1099,$50.00,$56.10,$54.53,$55.33,68.46,C+,A,B-,C+,B-,B+,N/A,5.11,17.91%,32.08%,112.65,5.97%,28.68%
SSPY,Syntax Stratified LargeCap ETF,Equity,"$41,460,000","2,926",$55.99,false,false,true,false,1.17%,2.43%,12.20%,12.20%,N/A,N/A,$0.0,$1.38825,$0.0,-$26.1485,$23.749739,$23.749739,Large Cap Blend Equities,2019-01-02,0.30%,$1.70,2020-12-21,$0.91,3.06%,Annually,5.01%,22.11,1.12,60.20%,9.90%,19.50%,18.40%,"Syntax Advisors, LLC",505,7.39%,10.36%,27.19%,39%,20%,1099,$54.75,$55.93,$55.99,$55.99,64.38,B,B+,C,A-,B,B-,N/A,5.91,78.52%,51.33%,211.77,7.93%,5.40%
BATT,Amplify Advanced Battery Metals and Materials ETF,Equity,"$40,333,000","67,852",$15.81,false,false,false,false,3.71%,14.05%,44.40%,44.40%,N/A,N/A,$5.309,$13.248,$0.0,$29.553,$36.18,$36.18,Materials,2018-06-06,0.72%,$0.03,2020-12-29,$0.03,0.22%,Annually,2.14%,29.69,1.52,71.72%,16.11%,26.05%,28.57%,Amplify,75,44.61%,54.66%,91.29%,39%,20%,1099,$13.55,$15.94,$15.76,$15.90,76.43,N/A,N/A,N/A,N/A,N/A,C,N/A,5.37,31.88%,36.95%,302.25,6.48%,27.61%
EUDG,WisdomTree Europe Dividend Growth Fund,Equity,"$41,435,300","7,182",$30.37,false,false,true,false,0.60%,2.75%,11.28%,11.28%,21.29%,49.15%,$0.0,$1.519975,$0.0,-$1.49002,-$14.063625,$22.403905,Europe Equities,2014-05-07,0.58%,$0.67,2020-12-21,$0.11,2.16%,Quarterly,2.66%,17.02,0.85,217.58%,10.30%,17.28%,17.57%,WisdomTree,215,35.99%,45.38%,75.29%,35%,15%,1099,$29.40,$30.78,$30.27,$30.54,61.32,B-,C+,B+,B+,B,B-,A-,7.59,77.05%,90.35%,143.32,18.40%,7.11%
JHMC,John Hancock Multi-Factor Consumer Discretionary ETF,Equity,"$41,030,000","4,769",$45.84,false,false,true,false,0.19%,3.78%,28.92%,28.92%,54.81%,90.98%,$0.0,$0.891832,$0.0,-$9.34818,-$14.436754,$4.785351,Consumer Discretionary Equities,2015-09-28,0.40%,$0.25,2020-12-24,$0.10,0.55%,Semi-Annually,5.64%,32.17,1.30,34.96%,8.81%,17.56%,17.72%,John Hancock,113,33.18%,41.85%,79.47%,39%,20%,1099,$43.77,$46.63,$45.68,$46.02,67.96,B-,B,C,B-,C,B,N/A,5.07,36.51%,31.45%,47.92,3.64%,5.28%
FJP,First Trust Japan AlphaDEX Fund,Equity,"$41,289,900","5,622",$51.62,false,false,true,false,1.92%,0.97%,3.60%,3.60%,-9.16%,17.88%,-$5.052845,-$2.489213,$0.0,-$32.995099,-$9.763368,-$41.045893,Japan Equities,2011-04-26,0.80%,$0.51,2020-12-24,$0.17,1.00%,Semi-Annually,3.74%,17.22,0.73,67.54%,12.43%,19.00%,16.10%,First Trust,101,17.79%,25.47%,70.38%,35%,15%,1099,$50.11,$51.78,$51.42,$51.71,58.8,B+,C,C,B-,C,B,C,5.82,27.80%,48.47%,252.75,5.99%,6.60%
TRND,Pacer Trendpilot Fund of Funds ETF,Equity,"$40,557,400","7,992",$28.04,false,false,false,false,0.77%,2.30%,4.72%,4.72%,N/A,N/A,$0.0,$1.39031,$0.0,$22.869835,$36.642995,$36.642995,Large Cap Blend Equities,2019-05-03,0.78%,$0.17,2020-12-22,$0.17,0.60%,Annually,1.48%,24.91,0.57,54.81%,4.92%,12.21%,15.00%,Pacer Financial,5,100.00%,100.00%,100.00%,35%,15%,1099,$27.35,$28.12,$28.00,$28.09,68.71,B-,C+,A,A,B,C+,N/A,5.31,51.83%,35.83%,165.62,5.58%,4.47%
MJJ,Indxx MicroSectors Cannabis ETN,Equity,"$40,191,200","1,318",$67.68,false,false,false,false,-0.17%,3.45%,33.13%,33.13%,N/A,N/A,$0.0,$0.0,$0.0,$0.0,$0.0,$0.0,Health & Biotech Equities,2019-12-13,0.70%,$0.00,N/A,N/A,0.00%,N/A,7.58%,N/A,2.15,34.66%,14.12%,28.84%,26.21%,BMO Financial Group,22,77.61%,90.62%,96.25%,39%,20%,1099,$65.05,$69.58,$67.47,$67.79,62.07,N/A,C,N/A,N/A,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FMF,First Trust Morningstar Managed Futures Strategy Fund,Alternatives,"$40,393,500","7,054",$45.29,false,false,false,false,0.76%,2.33%,5.69%,5.69%,-2.42%,-4.58%,$0.0,$2.198426,$0.0,$30.477384,$28.409478,$28.25361,Hedge Fund,2013-08-01,0.95%,$0.01,2020-12-24,$0.01,0.02%,Quarterly,0.78%,N/A,0.09,39.64%,13.42%,10.64%,9.18%,First Trust,1,77.38%,77.38%,77.38%,35%,15%,1099,$44.03,$45.45,N/A,N/A,60.54,C+,C,C+,A-,C+,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DURA,VanEck Vectors Morningstar Durable Dividend ETF,Equity,"$40,347,500","9,248",$28.66,false,false,true,false,1.24%,0.94%,0.03%,0.03%,N/A,N/A,$0.713473,$0.713473,$0.0,$18.265715,$36.23133,$36.23133,Large Cap Blend Equities,2018-10-30,0.29%,$1.00,2020-12-29,$0.25,3.53%,Annually,1.91%,22.15,0.83,58.96%,9.20%,15.12%,14.85%,VanEck,54,47.14%,66.37%,99.61%,39%,20%,1099,$28.17,$28.88,$28.44,$28.78,58.72,B-,A-,N/A,A-,A,A,N/A,5.98,50.00%,53.37%,445.47,26.32%,5.12%
HOMZ,Hoya Capital Housing ETF,Equity,"$41,807,500","8,685",$32.33,false,false,false,false,-0.78%,2.10%,15.79%,15.79%,N/A,N/A,$0.0,$2.461828,$0.0,$27.851793,$36.405388,$36.405388,Materials,2019-03-20,0.30%,$1.03,2020-12-24,$0.53,3.18%,Monthly,4.13%,20.26,1.34,57.00%,11.83%,20.07%,21.20%,"Hoya Capital Real Estate, LLC",103,18.23%,25.71%,64.78%,39%,20%,1099,$31.45,$32.96,$32.15,$32.50,58.17,N/A,B,N/A,N/A,N/A,C,N/A,4.77,94.12%,27.12%,78.86,0.00%,7.96%
KLCD,KFA Large Cap Quality Dividend Index ETF,Equity,"$41,073,700","12,071",$28.70,false,false,false,false,0.96%,2.68%,9.59%,9.59%,N/A,N/A,$1.371424,$1.376603,$0.0,-$15.481532,$37.412641,$37.412641,Large Cap Blend Equities,2019-06-12,0.41%,$0.68,2020-12-29,$0.68,2.35%,Annually,2.32%,24.81,0.87,40.39%,8.06%,14.67%,15.00%,KraneShares,118,9.31%,13.77%,44.22%,39%,20%,1099,$27.99,$28.64,$28.53,$28.79,62.57,C+,B+,N/A,B+,B,B-,N/A,6.2,85.95%,60.60%,316.28,5.00%,5.88%
SHYL,Xtrackers Short Duration High Yield Bond ETF,Bond,"$40,255,200","3,014",$47.51,false,false,false,false,0.31%,1.28%,3.64%,3.64%,N/A,N/A,$0.0,$0.0,$0.0,$14.59235,$22.5401,$22.5401,High Yield Bonds,2018-01-10,0.20%,$2.93,2020-12-22,$0.34,6.18%,Monthly,2.04%,N/A,0.34,94.12%,2.74%,4.60%,4.60%,DWS,425,12.43%,15.63%,32.16%,39%,20%,1099,$46.79,$47.52,N/A,N/A,72.3,A-,A,C+,A,A,A,N/A,3.31,18.45%,5.28%,254.55,5.75%,2.02%
GXTG,Global X Thematic Growth ETF,Equity,"$39,379,400","8,486",$43.74,false,false,false,false,-2.19%,2.20%,61.05%,61.05%,N/A,N/A,$2.243632,$2.243128,$0.0,$28.118645,$28.118269,$28.118269,Global Equities,2019-10-25,0.50%,$0.21,2020-12-30,$0.19,0.48%,N/A,6.08%,-7.6,1.34,40.06%,17.92%,25.32%,24.06%,Global X,8,100.00%,100.00%,100.00%,39%,20%,1099,$42.31,$45.37,$43.29,$44.59,60.57,N/A,B-,N/A,N/A,N/A,C+,N/A,4.22,3.25%,14.26%,50.69,0.71%,6.48%
CYB,WisdomTree Chinese Yuan Fund,Currency,"$39,342,000","17,137",$27.30,false,false,false,false,0.00%,0.19%,9.38%,9.38%,8.53%,16.10%,$2.71324,$4.076505,$0.0,$10.92244,-$0.75193,-$27.36234,Currency,2008-05-14,0.45%,$0.62,2020-12-21,$0.11,2.28%,Annually,0.89%,N/A,0.12,2.09%,3.90%,5.20%,5.70%,WisdomTree,1,100.00%,100.00%,100.00%,35%,15%,1099,$27.20,$27.39,$27.18,$27.46,59.04,A-,B,A,A+,A+,A-,A-,6.58,0.00%,72.24%,0.0,0.00%,0.00%
DIVB,iShares U.S. Dividend and Buyback ETF,Equity,"$39,357,000","4,074",$33.15,false,false,true,false,1.28%,2.60%,10.77%,10.77%,34.99%,N/A,$0.0,$0.00308,$0.0,$21.10342,$29.511945,$29.511945,Large Cap Blend Equities,2017-11-07,0.25%,$0.69,2020-12-14,$0.19,2.10%,Annually,2.83%,16.91,1.08,49.90%,9.39%,19.63%,18.93%,iShares,340,25.68%,32.72%,59.21%,39%,20%,1099,$32.32,$33.07,$32.97,$33.24,65.62,B-,A-,C+,B,B+,A,N/A,5.63,32.09%,43.13%,131.65,5.90%,3.20%
WEBL,Daily Dow Jones Internet Bull 3X Shares,Equity,"$46,139,200","69,620",$64.71,false,3x,false,false,-5.24%,6.87%,132.56%,132.56%,N/A,N/A,$0.0,$0.0,$0.0,$14.5609,$15.82765,$15.82765,Leveraged Equities,2019-11-07,1.17%,$0.02,2019-12-23,$0.02,0.03%,N/A,14.37%,N/A,3.47,95.79%,45.90%,81.55%,82.94%,Direxion,45,61.59%,70.55%,100.00%,39%,20%,1099,$58.45,$71.92,$64.02,$65.21,55.19,N/A,N/A,N/A,N/A,N/A,C+,N/A,4.71,19.83%,26.18%,14.14,0.00%,1.78%
PQIN,PGIM QMA Strategic Alpha International Equity ETF,Equity,"$39,900,500",100,$56.78,false,false,false,false,0.81%,2.39%,7.12%,7.12%,N/A,N/A,$0.0,$0.0,$0.0,$0.0,$9.54631,$9.54631,Foreign Large Cap Equities,2018-12-04,0.29%,$1.31,2020-12-29,$0.29,2.34%,Quarterly,4.65%,24.2,1.05,33.13%,8.98%,15.87%,14.88%,PGIM Investments,471,4.06%,5.46%,14.58%,N/A,N/A,N/A,$55.18,$57.21,$56.78,$56.78,63.79,C+,A-,B+,A,A-,B,N/A,7.06,41.61%,82.88%,246.92,8.53%,10.09%
ERSX,ERShares Non-US Small Cap ETF,Equity,"$37,818,000","4,457",$23.23,false,false,true,false,1.17%,8.83%,34.59%,34.59%,N/A,N/A,$1.1435,$1.1435,$0.0,$0.871,$26.3501,$26.3501,Mid Cap Blend Equities,2018-12-28,0.75%,$0.12,2020-12-21,$0.12,0.49%,Annually,2.80%,25.49,1.18,35.19%,13.00%,21.61%,20.90%,EntrepreneurShares,52,32.65%,44.81%,99.65%,39%,20%,1099,$20.85,$23.68,N/A,N/A,71.42,B,B-,N/A,A,B+,A-,N/A,5.39,19.09%,37.53%,22.88,4.65%,6.72%
LEAD,Reality Shares DIVCON Leaders Dividend ETF,Equity,"$37,678,200","3,457",$47.43,false,false,true,false,0.63%,1.56%,23.40%,23.40%,54.09%,N/A,$0.0,-$1.175638,$0.0,-$1.864438,-$9.793438,$17.993013,Large Cap Growth Equities,2016-01-06,0.43%,$0.54,2020-12-15,$0.16,1.16%,Quarterly,4.33%,30.6,0.95,41.97%,6.40%,14.84%,16.18%,Reality Shares,49,24.63%,35.00%,99.98%,39%,20%,1099,$46.73,$47.47,$47.30,$47.49,59.91,C+,B,A,C,B-,B-,C+,7.53,99.20%,89.62%,29.47,6.83%,4.07%
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,Bond,"$38,263,600","2,840",$77.00,false,false,false,false,-0.47%,1.42%,8.60%,8.60%,19.39%,45.19%,$0.0,$7.62878,$0.0,$1.00475,-$13.06546,-$26.90114,Corporate Bonds,2012-03-08,0.60%,$2.97,2020-12-21,$0.21,3.86%,Monthly,4.07%,N/A,0.35,115.44%,12.37%,14.63%,14.19%,WisdomTree,100,34.06%,40.99%,72.95%,35%,15%,1099,$75.82,$77.38,$75.99,$78.05,56.08,C,C,C+,C+,C+,A,B,3.38,61.46%,5.72%,"1,218.72",3.64%,4.37%
EWK,iShares MSCI Belgium ETF,Equity,"$38,269,400","21,194",$19.62,false,false,false,false,-0.43%,-0.57%,0.03%,0.03%,0.25%,20.60%,$0.0,$4.710336,$0.0,-$12.578552,-$24.799952,-$194.101256,Europe Equities,1996-03-12,0.49%,$0.32,2020-12-14,$0.18,1.63%,Semi-Annually,1.85%,15.42,1.04,82.83%,11.60%,23.60%,22.12%,iShares,47,68.46%,78.78%,99.99%,35%,15%,1099,$19.44,$19.97,$19.53,$19.74,58.47,B+,B,B+,B+,B,C+,B-,7.79,55.18%,92.38%,123.23,22.12%,9.08%
KBWR,Invesco KBW Regional Banking ETF,Equity,"$37,759,800","8,271",$47.30,false,false,true,false,0.41%,6.34%,-8.94%,-8.94%,-8.10%,27.30%,$0.0,$0.0017,$0.0,-$19.12479,-$73.63174,-$32.932596,Financials Equities,2011-11-01,0.35%,$1.38,2020-12-21,$0.36,2.93%,Quarterly,6.70%,14.46,1.40,153.77%,19.07%,49.22%,42.10%,Invesco,51,29.74%,39.98%,100.11%,35%,15%,1099,$44.75,$47.86,$47.00,$47.56,62.83,B,A,C+,B+,B-,C+,B,3.79,5.91%,9.37%,6.07,0.00%,1.17%
WBIE,WBI Bull|Bear Rising Income 1000 ETF,Equity,"$38,207,400","5,791",$28.29,false,false,false,false,-1.15%,-3.04%,1.34%,1.34%,10.69%,25.46%,$0.0,$0.0,$0.0,-$16.5565,-$16.820676,-$84.003676,Large Cap Growth Equities,2014-08-25,1.13%,$0.08,2020-12-29,$0.05,0.29%,Quarterly,1.18%,18.83,0.56,104.36%,9.00%,13.35%,14.74%,WBI Shares,30,50.72%,69.96%,100.00%,35%,15%,1099,$28.14,$29.61,$28.20,$28.35,47.82,C+,C,C+,B+,C,C+,C,4.46,10.43%,21.87%,55.23,12.86%,0.40%
BSMM,Invesco BulletShares 2022 Municipal Bond ETF,Bond,"$38,041,500","12,525",$25.46,false,false,false,false,0.00%,0.10%,2.44%,2.44%,N/A,N/A,$0.0,$2.5354,$0.0,$27.7987,$27.7987,$27.7987,National Munis,2019-09-25,0.18%,$0.22,2020-12-21,$0.01,0.88%,Monthly,0.28%,N/A,0.05,2.84%,1.53%,1.50%,1.28%,Invesco,131,29.94%,42.63%,77.84%,39%,20%,1099,$25.40,$25.48,$25.43,$25.49,57.01,N/A,A-,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GYLD,Arrow Dow Jones Global Yield ETF,Multi-Asset,"$38,133,000","8,346",$13.23,false,false,false,false,-0.34%,1.62%,-11.19%,-11.19%,-7.59%,11.89%,$0.0,$0.0,$0.0,-$6.153,-$31.299,-$49.087814,Diversified Portfolio,2012-05-08,0.75%,$0.98,2020-12-24,$0.09,7.34%,Monthly,1.65%,9.82,1.15,52.19%,15.98%,24.89%,20.46%,ArrowShares,151,10.34%,14.59%,40.60%,35%,15%,1099,$13.03,$13.49,N/A,N/A,59.31,B+,B,C+,C+,B-,A,C,3.77,2.71%,9.13%,420.75,2.62%,5.79%
POTX,Global X Cannabis ETF,Equity,"$37,713,600","112,414",$9.90,false,false,false,false,-4.64%,-17.15%,-30.53%,-30.53%,N/A,N/A,-$0.025536,$5.641887,$0.0,$35.458439,$40.259011,$40.259011,Small Cap Blend Equities,2019-09-17,0.50%,$0.54,2020-12-30,$0.15,5.32%,Semi-Annually,2.03%,-1.63,1.87,169.95%,34.37%,66.25%,56.39%,Global X,19,72.67%,91.27%,100.01%,39%,20%,1099,$9.71,$12.03,$9.81,$10.09,46.69,N/A,B,N/A,N/A,N/A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EWGS,iShares MSCI Germany Small-Cap ETF,Equity,"$37,841,600","3,342",$75.39,false,false,false,false,1.56%,7.20%,26.17%,26.17%,24.98%,98.07%,$0.0,$0.0,$0.0,-$10.794455,-$33.11221,-$3.194525,Europe Equities,2012-01-25,0.59%,$0.85,2020-12-30,$0.32,1.12%,Semi-Annually,8.00%,7.65,1.22,195.10%,12.82%,20.64%,20.09%,iShares,109,26.39%,35.83%,77.98%,35%,15%,1099,$69.36,$76.19,$74.88,$75.64,75.79,B-,C+,C,C+,C+,B,B+,6.85,10.83%,78.94%,78.15,8.09%,8.31%
TADS,Trend Aggregation Dividend Stock ETF,Equity,"$38,470,300","7,165",$26.10,false,false,false,false,0.97%,2.86%,N/A,N/A,N/A,N/A,$0.0,-$1.408495,$0.0,$30.438893,$30.438893,$30.438893,All Cap Equities,2020-05-08,1.87%,$2.62,2020-12-30,$2.62,9.33%,Annually,N/A,N/A,-2.34,13.49%,6.14%,8.03%,9.35%,Tuttle Tactical Management LLC,83,40.44%,51.32%,91.06%,39%,20%,1099,$25.27,$26.17,$26.01,$26.15,67.75,N/A,C,N/A,N/A,N/A,C,N/A,6.6,80.07%,72.89%,158.79,2.97%,5.48%
HIBS,Direxion Daily S&P 500 High Beta Bear 3X Shares,Equity,"$35,733,800","1,886,099",$1.67,true,3x,false,false,-3.47%,-7.73%,-91.59%,-91.59%,N/A,N/A,$0.0,$4.61765,$0.0,$116.1496,$117.34135,$117.34135,Leveraged Equities,2019-11-07,1.07%,$0.04,2020-03-24,$0.02,1.49%,N/A,12.80%,N/A,-3.32,152.19%,68.40%,133.97%,111.27%,Direxion,3,100.00%,100.00%,100.00%,39%,20%,1099,$1.62,$1.82,$1.63,$1.72,34.92,N/A,N/A,N/A,N/A,N/A,C+,N/A,6.34,48.08%,64.85%,2.5,0.00%,0.00%
IBDV,iShares iBonds Dec 2030 Term Corporate ETF,Bond,"$54,918,100","17,308",$26.28,false,false,false,false,0.48%,0.58%,N/A,N/A,N/A,N/A,$0.0,$9.126995,$0.0,$44.049435,$44.049435,$44.049435,Corporate Bonds,2020-06-23,N/A,$0.24,2020-12-17,$0.04,0.91%,N/A,N/A,N/A,0.37,3.93%,3.75%,4.71%,4.81%,iShares,383,10.22%,13.54%,31.69%,N/A,N/A,N/A,$25.98,$26.35,$26.22,$26.33,63.41,N/A,N/A,N/A,N/A,N/A,C,N/A,5.46,21.93%,38.98%,304.15,11.65%,4.71%
BKIE,BNY Mellon International Equity ETF,Equity,"$39,973,300","2,146",$67.11,false,false,false,false,0.81%,2.27%,N/A,N/A,N/A,N/A,$0.0,-$0.0115,$0.0,$5.6125,$5.6125,$5.6125,Foreign Large Cap Equities,2020-04-24,0.04%,$0.70,2020-10-01,$0.37,1.11%,Quarterly,N/A,32.62,1.20,9.61%,9.24%,17.15%,16.17%,Bank of New York Mellon,655,12.27%,16.02%,34.18%,39%,20%,1099,$65.10,$67.71,$67.04,$67.24,63.53,C,A,N/A,N/A,N/A,C,N/A,7.44,66.78%,88.55%,143.73,10.75%,6.56%
NORW,Global X MSCI Norway ETF,Equity,"$39,404,900","65,046",$12.55,false,false,false,false,0.48%,5.91%,1.53%,1.53%,5.17%,49.63%,-$0.003379,-$0.007904,$0.0,-$36.218034,-$91.010713,-$40.450363,Europe Equities,2010-11-09,0.50%,$0.21,2020-06-29,$0.13,1.70%,Annually,1.43%,23.83,1.19,70.98%,15.55%,25.89%,26.01%,Global X,58,58.42%,71.07%,98.90%,35%,15%,1099,$11.75,$12.71,$12.44,$12.68,66.56,B+,B-,C,C,B-,A,B,9.01,98.49%,98.92%,188.89,1.16%,18.09%
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,Equity,"$37,477,400","4,477",$30.84,false,false,true,true,0.59%,3.01%,-2.95%,-2.95%,0.65%,N/A,$0.0,$0.0,$0.0,-$3.82447,$28.057715,$36.350846,Foreign Small & Mid Cap Equities,2016-01-07,0.43%,$1.27,2020-12-21,$0.34,4.09%,Quarterly,2.82%,12.8,0.85,15.47%,9.26%,15.45%,14.12%,WisdomTree,830,8.39%,11.57%,27.34%,39%,20%,1099,$29.66,$31.09,$30.79,$30.88,65.91,N/A,B,N/A,N/A,N/A,A-,N/A,5.99,51.82%,53.47%,315.72,4.16%,7.02%
ABEQ,Absolute Core Strategy ETF,Equity,"$37,406,000","6,852",$25.44,false,false,false,false,-0.08%,1.35%,N/A,N/A,N/A,N/A,$0.63325,$1.90025,$0.0,$33.652225,$33.652225,$33.652225,Large Cap Blend Equities,2020-01-22,0.85%,$0.15,2020-12-30,$0.09,0.60%,N/A,N/A,20.43,1.11,14.02%,7.97%,14.26%,13.24%,Absolute Investment Advisers,30,61.87%,76.01%,100.02%,39%,20%,1099,$24.91,$25.53,$25.44,$25.45,60.65,N/A,C,N/A,N/A,N/A,C,N/A,5.59,35.71%,41.83%,224.15,14.50%,0.85%
FSMD,Fidelity Small-Mid Factor ETF,Equity,"$37,045,300","13,175",$28.69,false,false,false,false,-0.63%,4.46%,8.93%,8.93%,N/A,N/A,$2.88147,$2.88147,$0.0,$24.03923,$26.53022,$26.53022,Small Cap Growth Equities,2019-02-26,0.29%,$0.38,2020-12-18,$0.16,1.32%,Quarterly,2.86%,19.58,1.19,47.93%,11.14%,17.01%,16.97%,Fidelity,596,5.14%,7.02%,17.97%,39%,20%,1099,$27.54,$29.29,$28.54,$28.85,65.22,B,B,N/A,N/A,N/A,B+,N/A,4.51,40.40%,23.18%,118.66,3.70%,6.69%
DWSH,AdvisorShares Dorsey Wright Short ETF,Equity,"$37,886,800","135,391",$11.42,false,false,false,false,-1.47%,-3.87%,-49.95%,-49.95%,N/A,N/A,-$2.040059,-$3.48608,$0.0,$68.33499,$113.272673,$113.272673,Global Equities,2018-07-10,3.07%,$0.03,2019-12-27,$0.03,0.27%,Annually,6.76%,N/A,-1.97,68.13%,22.88%,51.98%,43.35%,AdvisorShares,5,99.99%,99.99%,99.99%,39%,20%,1099,$11.34,$11.77,$11.36,$11.53,33.9,B+,C,N/A,C,C,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BKEM,BNY Mellon Emerging Markets Equity ETF,Equity,"$39,034,900","1,494",$72.49,false,false,false,false,2.79%,3.59%,N/A,N/A,N/A,N/A,$0.0,-$0.0155,$0.0,$2.5975,$2.5975,$2.5975,Asia Pacific Equities,2020-04-24,0.11%,$0.76,2020-10-01,$0.45,1.13%,Quarterly,N/A,38.02,1.44,19.71%,12.81%,17.29%,16.48%,Bank of New York Mellon,665,32.62%,37.02%,54.13%,39%,20%,1099,$69.58,$72.43,$72.39,$72.70,64.72,N/A,N/A,N/A,N/A,N/A,C,N/A,4.84,36.59%,28.05%,213.17,2.67%,3.88%
FVL,First Trust Value Line 100 ETF,Equity,"$36,536,200","2,977",$23.16,false,false,true,false,0.28%,1.50%,2.91%,4.14%,1.97%,23.07%,$0.0,$0.0,$0.0,-$2.4317,-$17.4763,-$23.6027,Large Cap Growth Equities,2003-06-12,0.70%,$0.27,2020-12-07,$0.09,1.17%,Quarterly,1.68%,26.7,0.93,230.52%,9.93%,16.46%,16.68%,First Trust,178,6.16%,9.16%,29.73%,35%,15%,1099,$22.47,$23.31,$23.05,$23.21,58.66,A-,C,C,A,B,B,C+,N/A,N/A,N/A,N/A,N/A,N/A
DBMF,iM DBi Managed Futures Strategy ETF,Alternatives,"$38,849,400","5,497",$25.56,false,false,false,false,1.69%,2.29%,1.79%,1.79%,N/A,N/A,$0.0,-$0.6329,$0.0,$19.866615,$38.108538,$38.108538,Hedge Fund,2019-05-08,0.85%,$0.22,2020-12-29,$0.20,0.85%,Quarterly,0.55%,21.17,0.07,28.84%,10.51%,10.69%,10.26%,iM Global Partner US LLC,27,82.80%,92.59%,99.98%,39%,20%,1099,$24.71,$25.69,$25.51,$25.65,59.44,N/A,C+,N/A,N/A,N/A,A,N/A,6.58,79.55%,72.24%,0.0,0.00%,0.00%
JOYY,Infusive Compounding Global Equities ETF,Equity,$0,"3,645",$33.06,false,false,false,false,2.05%,3.50%,33.45%,33.45%,N/A,N/A,$0.0,$0.0,$0.0,$0.0,$0.0,$0.0,Large Cap Growth Equities,2019-12-30,0.50%,$0.53,2020-12-23,$0.11,1.59%,N/A,3.41%,31.65,1.09,27.52%,9.39%,16.87%,18.55%,Infusive Asset Management Inc.,113,53.82%,64.29%,88.92%,39%,20%,1099,$31.65,$33.30,N/A,N/A,65.09,C+,B-,N/A,N/A,N/A,C,N/A,3.7,1.67%,8.50%,25.56,8.98%,2.96%
TDVG,T. Rowe Price Dividend Growth ETF,Equity,"$36,353,900","12,454",$28.26,false,false,false,false,1.54%,2.70%,N/A,N/A,N/A,N/A,$0.69998,$6.124603,$0.0,$17.85756,$17.85756,$17.85756,Large Cap Growth Equities,2020-08-04,0.50%,$0.11,2020-12-18,$0.08,0.40%,N/A,N/A,26.98,0.96,34.81%,8.11%,15.18%,15.75%,"T. Rowe Price Group, Inc",104,99.66%,99.71%,99.87%,N/A,N/A,N/A,$27.45,$28.14,$28.09,$28.34,65.61,N/A,B-,N/A,N/A,N/A,C,N/A,5.93,79.10%,51.79%,189.76,6.52%,2.64%
WBIF,WBI Bull|Bear Value 1000 ETF,Equity,"$36,214,800","3,654",$27.03,false,false,false,false,-0.75%,-2.30%,-2.71%,-2.71%,-4.80%,21.76%,$0.0,-$1.367,$0.0,-$17.299,-$46.088555,-$91.876055,Large Cap Blend Equities,2014-08-25,1.18%,$0.02,2020-09-15,$0.02,0.09%,Quarterly,0.98%,16.8,0.56,139.69%,9.06%,14.11%,14.82%,WBI Shares,31,47.43%,65.61%,100.02%,35%,15%,1099,$26.85,$27.98,$26.93,$27.08,49.96,B+,C,C+,A-,B-,C+,N/A,3.55,0.46%,7.16%,89.54,2.86%,0.40%
AFIF,Anfield Universal Fixed Income ETF,Bond,"$116,019,000","75,038",$9.78,false,false,false,false,-0.01%,-0.08%,2.17%,2.17%,N/A,N/A,$0.0,$12.22475,$0.0,$96.59825,$115.75425,$115.75425,Total Bond Market,2018-09-18,1.32%,$0.12,2020-12-15,$0.03,1.26%,Monthly,0.08%,N/A,0.05,3.59%,3.69%,3.96%,3.99%,Regents Park Funds,255,34.33%,41.23%,68.49%,39%,20%,1099,$9.75,$9.80,$9.78,$9.79,51.62,N/A,C,N/A,N/A,N/A,C,N/A,5.24,36.53%,34.53%,262.11,9.19%,2.11%
